sport,property,client,num_events,total_uniques
Tennis,WTA 250,Performcsb,179,203.0
Basketball,WNBL (New Zealand),Super Bet,4,203.0
Soccer,Capital NPL (Australia),Europebet,20,203.0
Basketball,Basketball Champions League Americas,RETAretail,34,202.0
Soccer,Ykkonen (Finland),Europebet,13,202.0
Soccer,A Lyga (Lithuania),Aspen,4,202.0
Cricket,Cricket West Indies - International T20 Women,Unibet,4,202.0
Cricket,Cricket South Africa - Provincial 1-Day,Betplay,12,202.0
Basketball,VTB League,Internal / Testing,112,201.0
Snooker,Champion of Champions Snooker,Caliente,12,201.0
Soccer,Primera División (Chile),1XBET,201,201.0
Soccer,ECL Qualifiers,TAB NZ,6,201.0
Soccer,Coppa Italia (Italy),RETAretail,16,201.0
Netball,SunCorp Netball,Internal / Testing,59,201.0
Basketball,FIBA AmeriCup,Baltbet,13,201.0
Soccer,Copa Bicentenario (Peru),Opap,8,200.0
Pool,Mosconi Cup,Bwin,3,200.0
Snooker,Champion of Champions Snooker,Totobet,12,200.0
Tennis,WTA 250,stsretail,199,200.0
Soccer,European Internationals,Internal / Testing,56,200.0
Volleyball,Bundesliga Volleyball Women,Nike,28,199.0
Tennis,Wimbledon Qualifiers (England),Betcity,61,199.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Volcano Montenegro,7,199.0
Beach Volleyball,European Beach Volleyball Championship and Masters (Volleyball),Supersport,2,199.0
Soccer,UEFA Champions League Qualifiers,32red,32,199.0
Snooker,Championship League Snooker,Sazka,17,198.0
Tennis,WTA 125 Qualifiers,Betcris,4,198.0
Rugby Union,Aviva Premiership,Baltbet,74,198.0
Handball,EHF Handball European Championships Women,Bet Warrior,19,198.0
Soccer,Queensland NPL (Australia),Bet9ja,18,197.0
Beach Volleyball,European Beach Volleyball Championship and Masters (Volleyball),Vivarobet,9,197.0
Basketball,FIBA Intercontinental Cup,Olimp,1,197.0
Beach Volleyball,European Beach Volleyball Championship and Masters (Volleyball),Bwin,1,197.0
Soccer,DFB Pokal (Germany),Apostala,2,197.0
Soccer,Süper Lig (Turkey),stsretail,196,196.0
Cricket,Cricket West Indies - International Test,32red,22,196.0
Tennis,Davis Cup Men National_team,Codere,16,196.0
Basketball,Basketball Super League (Turkey),Tippmixretail,195,195.0
Soccer,Cup (Finland) ,Wwin,5,195.0
Basketball,VTB League,Lutrija,35,195.0
Tennis,Davis Cup Men National_team,Baltbet,16,195.0
Soccer,Ligue 1 (France),1XBET,190,195.0
Handball,EHF Handball European Championships Men,Lutrija,17,194.0
Soccer,South Australia NPL Women (Australia),Europebet,14,193.0
Soccer,Segunda B Playoffs (Spain),Kladionica,2,193.0
Handball,EHF Champions League,Bwin,37,193.0
Basketball,FIBA Afrobasket,Betcity,62,192.0
Basketball,KBL (South Korea),stsretail,192,192.0
Volleyball,Bundesliga Volleyball,Nike,31,192.0
Soccer,1. SNL (Slovenia),Contdist,170,192.0
Basketball,Liga Nacional de Básquet (Argentina),Adjarabet,16,192.0
Cricket,Cricket West Indies - International T20,TAB NZ,2,191.0
Soccer,First League (Bulgaria),Nike,2,191.0
Ice Hockey,SHL (Sweden),1XBET,191,191.0
Soccer,New South Wales NPL (Australia),Internal / Testing,102,191.0
Tennis,Davis Cup Men National_team,Kladionica,6,191.0
Soccer,Super League (Greece),Play Do It,4,191.0
Handball,EHF European Cup Women,Panbet,14,191.0
Cricket,Cricket Ireland International ODI,Betplay,6,191.0
Basketball,Estonia-Latvia League,Ligastavok,8,190.0
Darts,PDC Darts World Championship,Bet Warrior,12,189.0
Tennis,Fed Cup Women National_team,Aspen,10,189.0
Soccer,Victoria NPL Women (Australia),RETAretail,14,189.0
Soccer,Capital NPL U20 (Australia),RETAretail,34,188.0
Basketball,BBL Cup,Tonybet,34,188.0
Soccer,Super Liga (Slovakia),Placard,34,187.0
Basketball,Basketligaen (Denmark),Ligastavok,7,187.0
Soccer,Copa Aguila (Colombia),Nike,3,187.0
Soccer,CONMEBOL Recopa,Tipsport,2,187.0
Basketball,Basketligan (Sweden),Warobet,48,187.0
Soccer,Süper Lig (Turkey),1XBET,184,186.0
Basketball,FIBA Women's AmeriCup,Volcano Montenegro,14,186.0
Soccer,CONMEBOL Recopa,E Topaz,2,185.0
Soccer,Indian Super League (India),Internal / Testing,72,185.0
Soccer,Super Liga (Slovakia),Betonalfa,50,185.0
Soccer,Ligue 1 (France),stsretail,185,185.0
Basketball,Basketligaen (Denmark),Optibet,14,185.0
Basketball,FIBA Europe Cup,Doxxbet,38,185.0
Netball,SunCorp Netball,Baltbet,39,184.0
Cricket,Cricket New Zealand Super Smash,188Bet,10,184.0
Basketball,FIBA Intercontinental Cup,188Bet,1,183.0
Soccer,First Division A (Belgium),1XBET,180,183.0
Soccer,International Friendly,Wwin,6,183.0
Soccer,National B Championship (Argentina),Comeon,6,183.0
Basketball,FIBA Intercontinental Cup,William Hill,1,182.0
Soccer,Ligue 2 (France),Tippmixretail,182,182.0
Soccer,Segunda B Playoffs (Spain),Warobet,2,182.0
Rugby Union,Aviva Premiership,Supermatch,50,182.0
Soccer,New South Wales NPL U20 (Australia),Internal / Testing,100,182.0
Soccer,Serie A (Italy),Tippmixretail,181,181.0
Soccer,UEFA Europa League Qualifiers,Bet Juego,2,181.0
Basketball,VTB League,Offsidebet,3,181.0
Cricket,Caribbean Twenty20,Caliente,30,180.0
Basketball,European Pre Season Basketball,Super Bet,4,180.0
Soccer,Cup (Finland) ,Bet Portugal,6,180.0
Soccer,New South Wales NPL Women (Australia),Tonybet,32,180.0
Darts,PDC Darts - UK Cleared,188Bet,5,180.0
Volleyball,Bundesliga Volleyball Women,Supersport,25,180.0
Volleyball,Bundesliga Volleyball Women,Totobet,8,179.0
Volleyball,Bundesliga Volleyball Women,RETAretail,31,179.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Coral,15,179.0
Basketball,FIBA AmeriCup,Sazka,12,179.0
Soccer,Tasmania NPL (Australia),Winamax,13,179.0
Soccer,Taça da Liga (Portugal),TAB NZ,10,178.0
Tennis,WTA 250,Placard,10,178.0
Rugby Union,Aviva Premiership,Internal / Testing,103,178.0
Basketball,NBL,Napoleonbet,11,178.0
Basketball,WNBL (New Zealand),Macauslot,7,177.0
Handball,EHF Handball European Championships Men,Comeon,9,177.0
Tennis,WTA 1000 Qualifiers,32red,53,177.0
Handball,EHF European Cup Women,Vivarobet,18,177.0
Tennis,UK Premier Tennis Series,Baltbet,14,176.0
Soccer,Ligue 2 (France),1XBET,175,176.0
Cricket,Caribbean Twenty20,32red,32,176.0
Cricket,International Cricket,Bet Warrior,4,175.0
Soccer,1. Division (Norway),Bet Juego,23,175.0
Tennis,WTA 125K Series,1XBET,173,175.0
Beach Volleyball,European Beach Volleyball Championship and Masters (Volleyball),Baltbet,9,175.0
Handball,EHF Women Champions League,Comeon,39,175.0
Basketball,FIBA AmeriCup,Bet Shop,9,173.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Tabcorp,10,173.0
Soccer,Copa Aguila (Colombia),Supersport,4,173.0
Tennis,Davis Cup Men National_team,Paddy Power,13,173.0
Pool,World Pool Championships,Olimp,5,173.0
Cricket,Cricket West Indies - Domestic 1 Day Cup,Caliente,12,173.0
Basketball,European Pre Season Basketball,Hungarian Lottery,2,173.0
Cricket,Cricket New Zealand Plunket Shield,Unibet,7,173.0
Handball,Handbollsligan (Swedish Handball),Volcano Montenegro,61,172.0
Tennis,WTA 125 Qualifiers,Olybet,10,172.0
Basketball,Basketball Champions League Americas,Doxxbet,11,172.0
Soccer,Serie B (Italy),1XBET,169,172.0
Tennis,Fed Cup Women National_team,Adjarabet,15,172.0
Tennis,WTA 1000,RETAretail,8,172.0
Tennis,Wimbledon Qualifiers (England),Bet Shop,52,172.0
Handball,EHF European Cup Women,Novibet,50,171.0
Cricket,Cricket New Zealand Ford Trophy ,Sportsbet Australia,11,171.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Supermatch,8,171.0
Soccer,LFPB (Bolivia),1XBET,170,170.0
Soccer,Cup (Chile),Tonybet,24,170.0
Basketball,Estonia-Latvia League,Volcano Montenegro,15,170.0
Soccer,CONMEBOL Recopa,Betfirst,2,170.0
Soccer,Primera División (Spain),1XBET,168,169.0
Soccer,Primera B (Colombia),Warobet,4,169.0
Basketball,FIBA Womens AfroBasket,Warobet,25,169.0
Basketball,FIBA Womens AfroBasket,Danske Spil,14,169.0
Basketball,British Basketball League,Warobet,41,168.0
Soccer,UEFA Champions League Qualifiers,Internal / Testing,42,168.0
Cricket,Cricket Ireland International T20,Danske Spil,5,168.0
Soccer,1. Lig (Turkey),1XBET,166,168.0
Soccer,South Australia NPL Women (Australia),Betfair,2,168.0
Soccer,Friendly,Loterie Romande,7,168.0
Basketball,Basketligaen (Denmark),Ladbrokes,25,168.0
Soccer,Primera División (Chile),Tippmixretail,167,167.0
Soccer,Northern NSW NPL (Australia),Winamax,12,167.0
Handball,EHF European Cup Men,Bwin,39,167.0
Soccer,Copa Bicentenario (Peru),Wwin,7,166.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Optibet,16,166.0
Darts,PDC Darts - Grand Slam,Caliente,11,166.0
Basketball,FIBA Women's Asia Cup,Bet Warrior,18,165.0
Soccer,Thai Premier League (Thailand),Contdist,91,165.0
Soccer,Liga MX (Mexico),Betcity,4,165.0
Tennis,World Team Tennis (World),Betfair,19,164.0
Soccer,South American Internationals,Internal / Testing,40,164.0
Basketball,NBL,Tippmixretail,164,164.0
Darts,PDC Darts - UK Cleared,Codere,5,164.0
Basketball,BBL Cup,Hungarian Lottery,3,164.0
Cricket,Cricket Ireland International T20,Betplay,8,163.0
Cricket,Cricket Ireland International T20,Bwin,3,163.0
Tennis,Fed Cup Women National_team,Live Score,4,162.0
Basketball,Basketligaen (Denmark),Opap,20,162.0
Ice Hockey,Champions Hockey League (Ice Hockey),Eurobet,23,161.0
Soccer,Cup (Iceland),Baltbet,16,161.0
Ice Hockey,Champions Hockey League (Ice Hockey),Novibet,80,161.0
Soccer,Primeira Liga (Portugal),stsretail,161,161.0
Basketball,European Pre Season Basketball,Eurobet,5,161.0
Cricket,Cricket New Zealand International Test ,William Hill,1,160.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Supermatch,9,160.0
Basketball,Basketball Champions League,Doxxbet,53,160.0
Soccer,J2 League (Japan),Tippmixretail,160,160.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Placard,32,160.0
Tennis,UK Premier Tennis Series,Hattrick,9,160.0
Tennis,WTA 125 Qualifiers,Optibet,22,160.0
Soccer,Divizia Nationala (Moldova),Novibet,8,160.0
Soccer,A Lyga (Lithuania),Contdist,134,159.0
Handball,EHF Handball European Championships Men,Internal / Testing,72,159.0
Soccer,Thai Premier League (Thailand),32red,84,159.0
Soccer,Victoria NPL U20 (Australia),Kladionica,4,159.0
Soccer,South Australia NPL Women (Australia),Internal / Testing,64,159.0
Darts,Players Championship,32red,41,158.0
Soccer,CONMEBOL Recopa,Ladbrokes,2,158.0
Soccer,New South Wales NPL2 (Australia),Olimp,2,158.0
Handball,EHF Women Champions League,Codere,43,157.0
Soccer,Victoria NPL U20 (Australia),Bet Shop,13,157.0
Tennis,Fed Cup Women National_team,Optibet,16,157.0
Soccer,Copa Bicentenario (Peru),Baltbet,14,157.0
Soccer,Copa Bicentenario (Peru),Warobet,3,157.0
Tennis,WTA 250 Qualifiers,TopBet,4,156.0
Ice Hockey,IIHF World Championships,Internal / Testing,63,156.0
Soccer,New South Wales NPL2 (Australia),Betsson,1,156.0
Soccer,J3 League (Japan),William Hill,1,156.0
Cricket,Cricket West Indies - International Test,Caliente,6,156.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Optibet,11,155.0
Soccer,Cup (Finland) ,Doradobet,3,154.0
Soccer,Western NPL (Australia),Codere,9,154.0
Soccer,International Friendly,Dafabet,13,154.0
Handball,EHF European Cup Men,Bet Portugal,12,154.0
Soccer,Super League (Greece),Tuttur,2,153.0
Basketball,FIBA Europe Cup,TAB NZ,29,153.0
Tennis,WTA 125K Series,Internal / Testing (player kit webview demo),20,153.0
Basketball,FIBA 3x3 (World),Internal / Testing,35,153.0
Basketball,FIBA Womens AfroBasket,Coral,17,153.0
Soccer,Copa Argentina (Argentina),Sun Tech,16,153.0
Darts,PDC Darts - Grand Prix,Eurobet,6,153.0
Soccer,Northern NSW NPL (Australia),Internal / Testing,80,153.0
Basketball,European Pre Season Basketball,Nike,4,151.0
Tennis,WTA 500 Qualifiers,32red,58,151.0
Volleyball,Bundesliga Volleyball Women,Internal / Testing,69,151.0
Soccer,Divizia Nationala (Moldova),Tonybet,19,151.0
Basketball,Basketball Champions League,32red,90,151.0
Handball,EHF European Cup Women,Baltbet,17,150.0
Soccer,FA Cup (Thailand),Super Bet,3,150.0
Cricket,Cricket West Indies - International T20,Caliente,16,150.0
Basketball,WNBL (New Zealand),Adjarabet,5,150.0
Soccer,Capital Territory NPL Women (Australia),Internal / Testing,55,149.0
Tennis,Fed Cup Women National_team,Opap,26,149.0
Basketball,Liga Nacional de Básquet (Argentina),SISAL,7,149.0
Basketball,FIBA Olympic Qualifiers,Bet9ja,26,149.0
Soccer,Cup (Sweden),Fan Duel,21,149.0
Tennis,WTA 500,Tippmixretail,149,149.0
Soccer,Western NPL U20 (Australia),Bet Shop,17,149.0
Cricket,Cricket West Indies - International T20,32red,16,148.0
Soccer,Queensland NPL (Australia),Bet Juego,48,148.0
Soccer,J3 League (Japan),1XBET,148,148.0
Soccer,Erovnuli Liga (Georgia),Bet9ja,28,148.0
Soccer,Copa Argentina (Argentina),Europebet,16,148.0
Tennis,WTA 125 Qualifiers,Goldbet,10,147.0
Soccer,Primera A (Colombia),32red,36,147.0
Soccer,Primeira Liga (Portugal),Atlantic City,71,147.0
Soccer,CONMEBOL Recopa,Eurobet,2,147.0
Soccer,Thai League 2 (Thailand),Supermatch,33,147.0
Volleyball,Bundesliga Volleyball,Internal / Testing,71,147.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,RETAretail,14,145.0
Soccer,CONMEBOL Recopa,Mozzart,2,145.0
Basketball,Basketball Super League (Turkey),Contdist,140,145.0
Soccer,Primera División (Peru),Bet9ja,9,145.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Baltbet,16,145.0
Handball,EHF Handball European Championships Women,Novibet,35,145.0
Soccer,Super League (Greece),Supermatch,17,144.0
Snooker,Champion of Champions Snooker,Novibet,10,144.0
Tennis,Davis Cup Men National_team,William Hill,8,144.0
Soccer,Cup (Sweden),Goldbet,9,144.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Coral,11,144.0
Soccer,Thai League 2 (Thailand),1XBET,143,143.0
Tennis,WTA 1000,Contdist,118,143.0
Soccer,South Australia NPL (Australia),Doxxbet,4,143.0
Soccer,Meistriliiga (Estonia),Tabcorp,22,143.0
Soccer,A Lyga (Lithuania),Codere,12,143.0
Darts,PDC Darts - UK Cleared,Panbet,3,143.0
Basketball,FIBA Intercontinental Cup,Bwin,1,143.0
Soccer,First Division B (Belgium),Internal / Testing,87,143.0
Soccer,Segunda B Playoffs (Spain),Adjarabet,4,142.0
Basketball,FIBA Intercontinental Cup,Unibet,1,142.0
Darts,PDC Darts - Grand Prix,Bet Warrior,6,142.0
Soccer,Coppa Italia (Italy),Polla Chilena,1,142.0
Soccer,Copa Sudamericana,Netherlands Lottery,1,142.0
Volleyball,CEV Volleyball European Championships Men,Internal / Testing,38,142.0
Basketball,FIBA Euroleague Women,Betonalfa,32,141.0
Darts,PDC Darts - Players Championship,32red,23,141.0
Basketball,WNBL (New Zealand),RETAretail,7,141.0
Darts,PDC Darts - European Championship,Caliente,6,141.0
Snooker,Champion of Champions Snooker,Bet Warrior,11,141.0
Basketball,NBL (New Zealand),Warobet,40,141.0
Soccer,J1 League (Japan),stsretail,141,141.0
Rugby Union,Aviva Premiership,Novibet,67,140.0
Beach Volleyball,European Beach Volleyball Championship and Masters (Volleyball),Totobet,8,140.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Sazka,11,140.0
Soccer,Primera División (Peru),Danske Spil,30,140.0
Soccer,Cup (Iceland),Tonybet,11,140.0
Darts,PDC Darts - European Championship,Fan Duel,4,139.0
Soccer,Taça da Liga (Portugal),Doxxbet,7,139.0
Basketball,Basketball Champions League,Bet9ja,52,139.0
Soccer,Úrvalsdeild (Iceland),Contdist,121,139.0
Soccer,Northern NSW NPL (Australia),Adjarabet,8,139.0
Soccer,Veikkausliiga (Finland),1XBET,139,139.0
Cricket,Cricket New Zealand International T20,Caliente,8,139.0
Handball,EHF Champions League,TopBet,15,138.0
Basketball,FIBA AmeriCup,Betcris,4,138.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Sazka,13,138.0
Tennis,WTA 250,Contdist,99,138.0
Soccer,Coppa Italia (Italy),32red,22,138.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Betfair,9,137.0
Soccer,CONMEBOL Recopa,Super Bet,2,137.0
Basketball,FIBA Women's Asia Cup,Europebet,8,137.0
Basketball,FIBA AmeriCup,Bet Warrior,13,137.0
Cricket,Cricket New Zealand Super Smash,Netherlands Lottery,7,137.0
Tennis,WTA 250 Qualifiers,Betonalfa,48,136.0
Soccer,Capital NPL (Australia),Internal / Testing,66,136.0
Darts,PDC Darts - Other,Bet Warrior,6,136.0
Soccer,International Friendly,Tonybet,9,136.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Tabcorp,12,135.0
Soccer,Friendly,Bet Juego,15,135.0
Soccer,Arabian Gulf League (United Arab Emirates),Napoleonbet,14,135.0
Soccer,Primeira Liga (Portugal),1XBET,135,135.0
Soccer,Eliteserien (Norway),Tippmixretail,135,135.0
Soccer,DFB Pokal (Germany),Doxxbet,16,135.0
Tennis,WTA 125 Qualifiers,Doradobet,3,135.0
Tennis,WTA 250 Qualifiers,Volcano Montenegro,4,135.0
Cricket,Cricket West Indies - International ODI,32red,6,134.0
Darts,PDC Darts - Grand Slam,Ladbrokes,12,134.0
Basketball,KBL (South Korea),1XBET,134,134.0
Basketball,FIBA - Eurobasket Qualifiers,Lutrija,30,134.0
Darts,UK Open,Panbet,5,134.0
Soccer,League Cup (United Arab Emirates),Betonalfa,8,133.0
Basketball,Basketball Champions League,Warobet,36,133.0
Netball,ANZ Premiership,Baltbet,27,133.0
Basketball,FIBA Afrobasket,Internal / Testing,62,133.0
Soccer,CONMEBOL Recopa,Totobet,2,133.0
Soccer,Serie A (Italy),RETAretail,10,132.0
Soccer,J3 League (Japan),Contdist,121,132.0
Soccer,Cup (Iceland),Bet Shop,8,132.0
Soccer,Ettan (Sweden),Unibet,7,132.0
Tennis,Wimbledon,1XBET,132,132.0
Basketball,KBL (South Korea),Contdist,128,132.0
Cricket,Cricket Ireland International T20,Bet Warrior,8,132.0
Soccer,South Australia NPL Women (Australia),Sportsbet Australia,9,132.0
Soccer,First Division A (Belgium),Atlantic City,83,131.0
Soccer,New South Wales NPL Women (Australia),Internal / Testing,49,131.0
Soccer,1. Lig (Turkey),Tippmixretail,131,131.0
Soccer,Jamaica Premier League,Vivarobet,1,131.0
Tennis,Davis Cup Men National_team,Play Do It,4,131.0
Tennis,UK Premier Tennis Series,Sazka,14,131.0
Rugby Union,Aviva Premiership,Ladbrokes,67,130.0
Darts,World Matchplay,Caliente,5,130.0
Soccer,Thai Premier League (Thailand),1XBET,128,130.0
Handball,EHF Handball European Championships Women,TopBet,15,130.0
Basketball,Basketball Champions League,Tippmixretail,130,130.0
Soccer,Cup (Belgium),Fan Duel,3,130.0
Soccer,CONMEBOL Recopa,Panbet,2,130.0
Handball,Handbollsligan (Swedish Handball),SNAI,12,129.0
Basketball,BBL Cup,Opap,44,129.0
Soccer,League Cup (United Arab Emirates),Europebet,7,129.0
Handball,EHF Handball European Championships Women,Volcano Montenegro,20,129.0
Netball,ANZ Premiership,Internal / Testing,50,129.0
Handball,EHF Champions League,188Bet,99,129.0
Tennis,WTA 250 Qualifiers,Napoleonbet,4,129.0
Basketball,European Pre Season Basketball,Wwin,4,129.0
Soccer,Serie B (Italy),Leo Vegas,7,129.0
Soccer,FNL (Russia),Bet9ja,23,129.0
Soccer,Cup (Belgium),Sportsbet Australia,7,128.0
Soccer,Asian Internationals,Internal / Testing,38,128.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Bet Shop,13,128.0
Volleyball,Bundesliga Volleyball Women,Adjarabet,33,128.0
Soccer,Segunda B Playoffs (Spain),Novibet,4,128.0
Rugby Union,Aviva Premiership,Vivarobet,62,128.0
Soccer,Cup (Belgium),Live Score,6,127.0
Tennis,Wimbledon Qualifiers (England),Nesine,1,127.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,RETAretail,8,127.0
Tennis,WTA 1000,1XBET,125,127.0
Volleyball,CEV Volleyball European Championships Women,Internal / Testing,40,127.0
Basketball,FIBA Asia Cup,Warobet,18,127.0
Basketball,Basketball Champions League Americas,Olybet,11,127.0
Tennis,Davis Cup Men National_team,Novibet,11,127.0
Cricket,Cricket South Africa - International ODI,Netherlands Lottery,1,126.0
Tennis,WTA 500 Qualifiers,Goldbet,7,126.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Bet Shop,12,126.0
Basketball,Basketball Champions League Americas,Misli,5,126.0
Darts,PDC Darts World Championship,Warobet,12,126.0
Basketball,European Pre Season Basketball,Adjarabet,4,126.0
Ice Hockey,SHL (Sweden),Tippmixretail,126,126.0
Soccer,Northern NSW NPL U20 (Australia),Internal / Testing,72,125.0
Cricket,Cricket South Africa - Provincial 1-Day,Olimp,9,125.0
Soccer,International Friendly,Kladionica,3,125.0
Darts,PDC Darts - Grand Slam,Eurobet,11,125.0
Soccer,Coppa Italia (Italy),TAB NZ,8,125.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Sazka,10,124.0
Soccer,Erovnuli Liga (Georgia),1XBET,121,124.0
Soccer,Copa Argentina (Argentina),32red,32,124.0
Basketball,VTB League,Baltbet,101,124.0
Soccer,International Friendly,Hattrick,2,124.0
Basketball,British Basketball League,Parimatch,8,124.0
Soccer,Northern Territory Premier League (Australia),Eurobet,1,124.0
Basketball,European Pre Season Basketball,Dafabet,3,123.0
Basketball,FIBA Women's Asia Cup,Supermatch,13,123.0
Darts,Players Championship,Codere,16,122.0
Soccer,A Lyga (Lithuania),1XBET,122,122.0
Basketball,A1 Liga (Croatia),Warobet,36,121.0
Soccer,First League (Bulgaria),Internal / Testing,63,121.0
Soccer,Cup (Paraguay),Internal / Testing,56,120.0
Soccer,Segunda División (Spain),stsretail,120,120.0
Ice Hockey,Kontinental Hockey League,stsretail,120,120.0
Netball,ANZ Premiership,Panbet,8,120.0
Tennis,WTA 250,Bet Motion,7,119.0
Basketball,KBL (South Korea),12Bet,6,119.0
Soccer,Queensland NPL (Australia),1XBET,119,119.0
Basketball,FIBA Womens AfroBasket,Tabcorp,3,119.0
Basketball,FIBA Intercontinental Cup,Fortuna,1,118.0
Soccer,Primera División (Argentina),32red,83,118.0
Cricket,Cricket South Africa - Provincial 1-Day,Bet Warrior,12,118.0
Soccer,Serie A (Italy),stsretail,118,118.0
Basketball,FIBA Intercontinental Cup,Caliente,1,118.0
Basketball,NBL,stsretail,118,118.0
Basketball,Basketball Champions League Americas,Europebet,21,118.0
Rugby Union,Aviva Premiership,Bet Portugal,6,118.0
Ice Hockey,Champions Hockey League (Ice Hockey),1XBET,118,118.0
Basketball,Liga Nacional de Básquet (Argentina),Bilyoner,2,118.0
Soccer,Segunda B Playoffs (Spain),Bet Warrior,4,118.0
Field Hockey ,Euro Hockey Championships,Bet Warrior,12,117.0
Tennis,WTA 125K Series,Tippmixretail,117,117.0
Soccer,International Friendly,Volcano Montenegro,4,117.0
Soccer,Copa Aguila (Colombia),SNAI,1,116.0
Basketball,FIBA EuroBasket Women,Betcity,38,116.0
Tennis,WTA 250 Qualifiers,Baltbet,4,116.0
Basketball,FIBA Women's AmeriCup,Tabcorp,2,116.0
Cricket,Cricket South Africa - Provincial 1-Day,SNAI,4,115.0
Soccer,Cup (Chile),Internal / Testing,35,115.0
Tennis,WTA 125 Qualifiers,Play Do It,3,115.0
Handball,EHF European Cup Women,Internal / Testing,52,115.0
Tennis,Fed Cup Women National_team,RETAretail,16,115.0
Cricket,Cricket South Africa - Provincial 1-Day,Tabcorp,5,115.0
Handball,EHF European Cup Women,Bet Warrior,16,114.0
Soccer,Thai Premier League (Thailand),Bet9ja,18,114.0
Basketball,FIBA Afrobasket,Placard,10,114.0
Soccer,CONMEBOL Recopa,Warobet,2,114.0
Basketball,Basketball Super League (Turkey),1XBET,113,114.0
Soccer,Western NPL U20 (Australia),RETAretail,17,114.0
Pool,Championship League Pool (World),Fonbet,1,114.0
Cricket,Cricket West Indies - Domestic 1 Day Cup,32red,8,113.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Doxxbet,29,113.0
Basketball,IBL (Indonesia),Comeon,7,113.0
Soccer,FNL (Russia),1XBET,112,113.0
Soccer,DFB Pokal (Germany),Internal / Testing,49,113.0
Tennis,WTA 250 Qualifiers,Warobet,55,113.0
Tennis,WTA 250 Qualifiers,Winamax,2,113.0
Basketball,FIBA Europe Cup,Dafabet,4,112.0
Soccer,Asian Internationals,Singaporepoolsretail,34,112.0
Soccer,South Australia NPL (Australia),Bet9ja,6,112.0
Basketball,FIBA - Eurobasket Qualifiers,Betcity,35,112.0
Basketball,FIBA AmeriCup,Kladionica,2,112.0
Soccer,Eliteserien (Norway),Tabcorp,13,112.0
Basketball,FIBA Intercontinental Cup,Wplay,1,112.0
Basketball,Basketball Champions League Americas,Volcano Montenegro,6,112.0
Soccer,International Friendly,TopBet,1,111.0
Cricket,Cricket New Zealand Ford Trophy ,Unibet,2,111.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Bet Shop,10,111.0
Soccer,Meistriliiga (Estonia),1XBET,111,111.0
Virtual Horse Racing,Virtual Horse Racing,Internal / Testing,111,111.0
Basketball,Basketball Champions League,Lutrija,30,111.0
Cricket,Cricket South Africa - Provincial 1-Day,Winamax,6,111.0
Soccer,FA Cup (Thailand),Novibet,3,111.0
Darts,PDC Darts - World Cup of Darts,Nike,4,111.0
Ice Hockey,Kontinental Hockey League,32red,67,110.0
Basketball,FIBA Asia Cup,Internal / Testing,34,110.0
Soccer,South Australia NPL (Australia),1XBET,110,110.0
Basketball,Liga Nacional de Básquet (Argentina),Internal / Testing,57,110.0
Basketball,British Basketball League,Bet Portugal,7,110.0
Soccer,Primera B (Colombia),Baltbet,10,110.0
Soccer,Super Liga (Slovakia),Contdist,97,110.0
Darts,PDC Darts - Grand Prix,Danske Spil,1,109.0
Cricket,Cricket South Africa - Provincial 1-Day,32red,11,109.0
Soccer,First Division B (Belgium),Contdist,90,109.0
Darts,PDC Darts World Championship,Baltbet,26,109.0
Soccer,Segunda B Playoffs (Spain),Wwin,4,109.0
Handball,Handbollsligan (Swedish Handball),Adjarabet,52,109.0
Soccer,Friendly,1XBET,109,109.0
Soccer,ECL Qualifiers,32red,45,108.0
Soccer,Super Liga (Slovakia),1XBET,108,108.0
Soccer,New South Wales NPL Women (Australia),Adjarabet,5,108.0
Handball,Handbollsligan (Swedish Handball),Codere,50,108.0
Volleyball,Bundesliga Volleyball,Adjarabet,26,107.0
Basketball,FIBA EuroCup Women,Tabcorp,20,107.0
Basketball,FIBA AmeriCup,Hattrick,8,107.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Placard,15,107.0
Cricket,Cricket South Africa - Provincial T20,Novibet,32,107.0
Tennis,WTA 1000,Performcsb,97,107.0
Tennis,WTA 500,1XBET,106,107.0
Soccer,FNL (Russia),Bet Juego,21,107.0
Darts,World Matchplay,SNAI,1,107.0
