sport,property,client,num_events,total_uniques
Basketball,NBL,Fortuna,116,41274.0
Tennis,WTA 1000 Qualifiers,Super Bet,61,41254.0
Soccer,DFB Pokal (Germany),Ligastavok,65,41246.0
Ice Hockey,IIHF World Championships,Winamax,62,41221.0
Soccer,Victoria NPL (Australia),Betclic,77,41218.0
Basketball,KBL (South Korea),Unibet,224,41213.0
Soccer,Serie B (Brazil) ,188Bet,67,41127.0
Handball,EHF Handball European Championships Men,Winline,55,41093.0
Soccer,Primera División (Argentina),Sts,186,40950.0
Soccer,Serie B (Brazil) ,Totobet,368,40945.0
Cricket,Cricket South Africa - International Test,Dafabet,6,40874.0
Soccer,1. Lig (Turkey),Super Bet,337,40838.0
Soccer,Divizia Nationala (Moldova),Winamax,47,40764.0
Soccer,J2 League (Japan),Totobet,446,40698.0
Tennis,WTA 250,Codere,424,40633.0
Ice Hockey,SHL (Sweden),Nesine,70,40630.0
Soccer,J2 League (Japan),Vivarobet,461,40601.0
Soccer,Coppa Italia (Italy),Betsson,24,40553.0
Soccer,Ligue 1 (France),Napoleonbet,406,40511.0
Soccer,Thai Premier League (Thailand),Ligastavok,240,40492.0
Soccer,Queensland NPL (Australia),Vivarobet,182,40467.0
Tennis,World Team Tennis (World),Bet365 Inform,31,40415.0
Soccer,Eliteserien (Norway),Bet Portugal,158,40374.0
Tennis,WTA 1000,Danske Spil,158,40276.0
Soccer,European Internationals,Betfair,76,40222.0
Soccer,South Australia NPL (Australia),Bilyoner,105,40210.0
Soccer,Serie B (Brazil) ,Netherlands Lottery,105,40151.0
Darts,Players Championship,Unibet,46,40122.0
Basketball,FIBA Euroleague Women,Unibet,116,40086.0
Soccer,Cup (Russia),Sporty Bet,15,40059.0
Soccer,Primeira Liga (Portugal),Wwin,346,40021.0
Soccer,First Division A (Belgium),Wwin,349,40001.0
Soccer,DFB Pokal (Germany),Crystal Bet,65,39977.0
Basketball,FIBA Basketball World Cup Qualifiers - Asia,Bet365 Inform,10,39940.0
Tennis,WTA 250 Qualifiers,Super Bet,131,39907.0
Soccer,Cup (Sweden),Bilyoner,38,39727.0
Basketball,FIBA Afrobasket,Tipsport,62,39705.0
Soccer,Süper Lig (Turkey),Doradobet,421,39692.0
Basketball,Basketball Super League (Turkey),Ligastavok,263,39603.0
Basketball,Basketball Champions League,Sporty Bet,192,39571.0
Basketball,Basketball Champions League,BetBoom,162,39528.0
Soccer,Victoria NPL (Australia),Tipsport,126,39484.0
Basketball,VTB League,Aspen,145,39411.0
Soccer,Erovnuli Liga (Georgia),Caliente,152,39408.0
Soccer,Ettan (Sweden),Winline,90,39389.0
Darts,PDC Darts - UK Cleared,Bet365 Inform,5,39343.0
Soccer,LFPB (Bolivia),Sts,211,39322.0
Soccer,Segunda División (Spain),Play Do It,398,39315.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Pocasport,32,39190.0
Soccer,Primera División (Peru),Sts,208,39161.0
Soccer,Primera A (Colombia),Betsson,37,39138.0
Soccer,Asian Internationals,Betplay,36,39088.0
Soccer,Primera División (Chile),Ladbrokes,352,39056.0
Tennis,WTA 1000,Codere,256,39050.0
Soccer,International Friendly,Pocasport,21,39025.0
Basketball,Basketball Champions League,Caliente,199,39018.0
Soccer,UEFA Europa League Qualifiers,Betclic,12,39018.0
Soccer,Serie A (Italy),Hattrick,79,38991.0
Soccer,Ykkonen (Finland),Fonbet,48,38971.0
Soccer,Cup (Chile),Caliente,29,38949.0
Snooker,Championship League Snooker,Winline,80,38938.0
Soccer,Taça da Liga (Portugal),Bwin,20,38926.0
Soccer,Taça da Liga (Portugal),Unibet,20,38858.0
Soccer,Segunda División (Spain),Kladionica,472,38793.0
Soccer,A Lyga (Lithuania),Betsson,189,38777.0
Soccer,Friendly,Unibet,109,38763.0
Soccer,Copa Libertadores,Ligastavok,160,38692.0
Soccer,J-League Cup (Japan),Pocasport,22,38623.0
Netball,ANZ Premiership,Bet365 Inform,50,38587.0
Soccer,First League (Bulgaria),Olimp,63,38575.0
Basketball,NBL,Crystal Bet,187,38567.0
Soccer,Tasmania NPL (Australia),Nesine,32,38492.0
Soccer,Victoria NPL (Australia),Betsson,125,38458.0
Soccer,Thai Premier League (Thailand),Unibet,224,38311.0
Soccer,Western NPL (Australia),Olimp,133,38308.0
Tennis,Wimbledon Qualifiers (England),Pocasport,61,38271.0
Ice Hockey,Kontinental Hockey League,Sazka,835,38236.0
Tennis,Wimbledon,Mozzart,126,38210.0
Soccer,Cup (Sweden),Sporty Bet,40,38198.0
Soccer,Liga MX (Mexico),Tipsport,158,38136.0
Soccer,Primeira Liga (Portugal),Sun Tech,265,38100.0
Soccer,European Internationals,Super Bet,70,38020.0
Tennis,WTA 500,Vivarobet,275,38015.0
Tennis,WTA 1000,Totobet,229,37997.0
Soccer,South American Internationals,Paddy Power,50,37991.0
Tennis,WTA 250,Wwin,416,37977.0
Soccer,Primera División (Chile),Paddy Power,346,37964.0
Soccer,Primera División (Argentina),Mozzart,179,37894.0
Soccer,Indian Super League (India),Bilyoner,53,37802.0
Tennis,WTA 500,Danske Spil,157,37786.0
Basketball,Basketball Super League (Turkey),Fortuna,189,37775.0
Tennis,WTA 500,Totobet,254,37755.0
Soccer,Eliteserien (Norway),Vivarobet,241,37702.0
Soccer,Coppa Italia (Italy),Bwin,24,37675.0
Soccer,Super League (Greece),Betfair,29,37652.0
Soccer,ECL Qualifiers,Ligastavok,82,37627.0
Soccer,UEFA Europa League Qualifiers,Tipsport,11,37582.0
Basketball,KBL (South Korea),Pocasport,74,37579.0
Soccer,New South Wales NPL (Australia),Aspen,101,37543.0
Soccer,National B Championship (Argentina),Unibet,123,37443.0
Soccer,J1 League (Japan),Sun Tech,293,37438.0
Soccer,First Division B (Belgium),Tipsport,114,37431.0
Soccer,Cup (Finland) ,Nesine,12,37420.0
Basketball,FIBA Euroleague Women,Bilyoner,98,37413.0
Soccer,Coppa Italia (Italy),BetBoom,23,37411.0
Tennis,WTA 500,Betsson,170,37411.0
Tennis,WTA 125K Series,Ligastavok,192,37347.0
Soccer,Serie A (Italy),Betsul,181,37273.0
Soccer,Eliteserien (Norway),Totobet,241,37253.0
Soccer,Victoria NPL (Australia),William Hill,52,37190.0
Basketball,FIBA Olympic Qualifiers,Tipsport,34,37179.0
Soccer,Primera A (Colombia),Fonbet,41,37135.0
Tennis,Wimbledon,Nike,131,37126.0
Soccer,Asian Internationals,Danske Spil,46,37105.0
Tennis,WTA 500,Eurobet,133,37074.0
Soccer,Serie B (Italy),Paddy Power,407,37052.0
Tennis,WTA 125K Series,William Hill,171,37034.0
Soccer,UEFA Europa League Qualifiers,Bwin,11,37016.0
Soccer,Copa Libertadores,Bwin,154,36994.0
Basketball,FIBA EuroBasket Women,Pocasport,38,36961.0
Soccer,New South Wales NPL U20 (Australia),Fonbet,94,36851.0
Soccer,1. SNL (Slovenia),Caliente,200,36833.0
Soccer,DFB Pokal (Germany),SNAI,65,36746.0
Tennis,WTA 250,Betcity,434,36741.0
Soccer,Cup (Paraguay),Caliente,41,36713.0
Soccer,Division Profesional (Paraguay),Ligastavok,182,36692.0
Soccer,Cup (Belgium),Unibet,14,36627.0
Soccer,Copa Libertadores,SNAI,159,36561.0
Soccer,Arabian Gulf League (United Arab Emirates),Caliente,137,36529.0
Basketball,Basketball Champions League,BetCris,171,36528.0
Basketball,FIBA Afrobasket,Unibet,61,36488.0
Soccer,Cup (Chile),188Bet,35,36473.0
Basketball,FIBA Europe Cup,Winamax,83,36467.0
Soccer,Cup (Chile),Pocasport,32,36442.0
Soccer,Ykkonen (Finland),Pocasport,48,36426.0
Basketball,FIBA Euroleague Women,Tipsport,114,36421.0
Soccer,Primera División (Chile),Hungarian Lottery,235,36312.0
Soccer,Queensland NPL (Australia),Bwin,179,36291.0
Soccer,Cup (Chile),Winline,32,36260.0
Soccer,Queensland NPL (Australia),Ligastavok,180,36212.0
Volleyball,CEV Volleyball European Championships Men,Unibet,38,36210.0
Handball,EHF Women Champions League,Winamax,133,36200.0
Tennis,WTA 500,Mozzart,215,36178.0
Soccer,Süper Lig (Turkey),Hattrick,338,36173.0
Soccer,Eliteserien (Norway),Ligastavok,241,36160.0
Basketball,NBL,Caliente,166,36159.0
Soccer,Primera División (Spain),Betcris,372,36122.0
Tennis,Wimbledon,Tabcorp,126,36120.0
Tennis,Fed Cup Women National_team,Unibet,27,36086.0
Soccer,1. SNL (Slovenia),Sts,198,36043.0
Soccer,Meistriliiga (Estonia),Betsson,172,36031.0
Soccer,Ligue 1 (France),Sun Tech,295,36011.0
Volleyball,CEV Volleyball European Championships Men,Sts,36,36004.0
Tennis,Fed Cup Women National_team,Betclic,25,35965.0
Tennis,WTA 500 Qualifiers,Lottomatica,49,35962.0
Handball,EHF Champions League,Sts,142,35862.0
Cricket,Cricket New Zealand Plunket Shield,Bet365 Inform,15,35854.0
Basketball,VTB League,Mozzart,134,35808.0
Soccer,ECL Qualifiers,Vivarobet,71,35721.0
Tennis,WTA 125 Qualifiers,Fonbet,36,35644.0
Tennis,UK Premier Tennis Series,Tipsport,136,35640.0
Soccer,Victoria NPL U20 (Australia),Caliente,92,35561.0
Soccer,Victoria NPL (Australia),Caliente,124,35540.0
Soccer,First Division B (Belgium),Betsson,113,35533.0
Soccer,Ligue 2 (France),Ladbrokes,403,35515.0
Soccer,Victoria NPL (Australia),Danske Spil,123,35476.0
Basketball,Basketball Super League (Turkey),Sts,261,35354.0
Soccer,Primera División (Chile),Totobet,290,35216.0
Ice Hockey,Kontinental Hockey League,Olybet,290,35214.0
Basketball,NBL,Mozzart,174,35209.0
Basketball,FIBA Euroleague Women,Betsson,116,35182.0
Snooker,Championship League Snooker,Veikkaus,76,35169.0
Soccer,Ettan (Sweden),Fonbet,101,35123.0
Soccer,Indian Super League (India),Betsson,70,35089.0
Soccer,Copa Argentina (Argentina),Nesine,15,35055.0
Soccer,Úrvalsdeild (Iceland),Fortuna,129,35048.0
Basketball,FIBA Olympic Qualifiers,Misli,33,35046.0
Soccer,ECL Qualifiers,Sts,79,34998.0
Handball,EHF Champions League,Fortuna,84,34980.0
Soccer,DFB Pokal (Germany),Vivarobet,65,34978.0
Soccer,Primera División (Chile),Netherlands Lottery,84,34975.0
Soccer,Taça da Liga (Portugal),Betplay,20,34968.0
Soccer,New South Wales NPL (Australia),Olimp,102,34910.0
Basketball,FIBA Olympic Qualifiers,Caliente,34,34900.0
Tennis,Fed Cup Women National_team,Olimp,27,34878.0
Basketball,FIBA Afrobasket,Winamax,33,34876.0
Soccer,Victoria NPL Women (Australia),Winline,35,34856.0
Soccer,Coppa Italia (Italy),Winamax,8,34825.0
Soccer,Ligue 2 (France),Hungarian Lottery,208,34810.0
Soccer,Indian Super League (India),Betfair,56,34791.0
Basketball,FIBA Womens AfroBasket,Bet365 Inform,28,34710.0
Soccer,FNL (Russia),Parimatch,162,34691.0
Basketball,FIBA Olympic Qualifiers,Unibet,34,34546.0
Soccer,Serie A (Brazil),Opap,483,34503.0
Soccer,National B Championship (Argentina),Tipsport,116,34475.0
Tennis,WTA 1000,Vivarobet,256,34429.0
Soccer,Thai Premier League (Thailand),Betfair,118,34407.0
Basketball,NBL,Sts,186,34377.0
Soccer,UEFA Europa League Qualifiers,188Bet,12,34349.0
Soccer,Copa Sudamericana,Danske Spil,160,34297.0
Soccer,Copa Libertadores,Codere,132,34257.0
Basketball,Basketball Super League (Turkey),Betplay,210,34225.0
Soccer,DFB Pokal (Germany),FDJ,60,34203.0
Table Tennis,T League (Japan),Bet365 Inform,26,34202.0
Soccer,Tasmania NPL (Australia),Olimp,83,34177.0
Handball,EHF European Cup Men,Betclic,80,34130.0
Tennis,WTA 125K Series,Sts,181,34104.0
Soccer,Ligue 1 (France),Bet Juego,363,34092.0
Handball,EHF Women Champions League,Unibet,135,34038.0
Basketball,Estonia-Latvia League,Bet365 Inform,90,33998.0
Tennis,WTA 500,Paddy Power,267,33982.0
Soccer,South Australia NPL (Australia),Danske Spil,133,33967.0
Soccer,UEFA Champions League Qualifiers,Vivarobet,36,33845.0
Soccer,Segunda División (Spain),Fan Duel,375,33843.0
Basketball,FIBA Olympic Qualifiers,Olimp,34,33829.0
Soccer,Primera División (Argentina),Super Bet,188,33816.0
Soccer,LFPB (Bolivia),William Hill,207,33809.0
Soccer,Ligue 1 (France),Goldbet,376,33789.0
Soccer,Eliteserien (Norway),HKJC,25,33768.0
Soccer,Meistriliiga (Estonia),Bwin,164,33741.0
Soccer,Queensland NPL (Australia),Totobet,178,33733.0
Tennis,WTA 125K Series,Betplay,186,33691.0
Soccer,Indian Super League (India),Tipsport,72,33655.0
Handball,EHF Handball European Championships Men,Betclic,71,33622.0
Soccer,South Australia NPL (Australia),Tipsport,125,33582.0
Soccer,South American Internationals,FDJ,49,33575.0
Tennis,WTA 500 Qualifiers,BetBoom,53,33515.0
Basketball,FIBA Asia Cup,188Bet,34,33509.0
Tennis,Davis Cup Men National_team,Fonbet,26,33497.0
Soccer,European Internationals,HKJC,17,33487.0
Soccer,UEFA Europa League Qualifiers,Betplay,12,33477.0
Soccer,Serie A (Italy),Live Score,69,33415.0
Tennis,WTA 125K Series,Nike,177,33368.0
Tennis,WTA 500,Ladbrokes,267,33354.0
Soccer,Primera División (Argentina),Betsul,199,33332.0
Volleyball,CEV Volleyball European Championships Women,Olimp,40,33249.0
Soccer,Romania (Liga ll),Fortuna,63,33236.0
Tennis,Wimbledon Qualifiers (England),Fortuna,61,33217.0
Basketball,Basketball Champions League,Bwin,191,33215.0
Soccer,South American Internationals,Danske Spil,48,33205.0
Soccer,Coppa Italia (Italy),Tipsport,24,33199.0
Soccer,New South Wales NPL (Australia),Tipsport,101,33185.0
Basketball,Basketball Champions League,FDJ,188,33041.0
Soccer,UEFA Champions League Qualifiers,Offsidebet,39,33018.0
Soccer,Ligue 2 (France),Paddy Power,403,33016.0
Soccer,Primera División (Spain),Supermatch,289,33011.0
Basketball,VTB League,Supersport,145,32951.0
Soccer,A Lyga (Lithuania),Sts,189,32951.0
Basketball,Basketball Champions League,Supersport,200,32941.0
Soccer,New South Wales NPL (Australia),Caliente,97,32909.0
Soccer,Ykkonen (Finland),Bilyoner,36,32899.0
Soccer,Victoria NPL (Australia),Betfair,69,32891.0
Soccer,Ligue 2 (France),Nike,403,32796.0
Soccer,Ligue 1 (France),Hattrick,265,32779.0
Soccer,Veikkausliiga (Finland),Sts,161,32777.0
Soccer,Serie B (Italy),Nike,409,32756.0
Basketball,FIBA Basketball World Cup Qualifiers - Africa,Bet365 Inform,12,32727.0
Basketball,Liga Nacional de Básquet (Argentina),Winline,75,32706.0
Tennis,WTA 125K Series,Crystal Bet,186,32680.0
Soccer,1. SNL (Slovenia),Hungarian Lottery,122,32603.0
Basketball,FIBA EuroBasket Women,Parimatch,38,32581.0
Basketball,FIBA Afrobasket,Parimatch,36,32551.0
Soccer,J3 League (Japan),Bwin,206,32550.0
Soccer,Primera División (Spain),Baltbet,407,32524.0
Soccer,Serie B (Brazil) ,Paddy Power,375,32518.0
Soccer,South American Internationals,Sts,50,32510.0
Soccer,Ykkonen (Finland),Winline,45,32486.0
Soccer,Primera División (Argentina),Ligastavok,201,32453.0
Soccer,FNL (Russia),Danske Spil,215,32431.0
Basketball,Basketball Champions League,Mozzart,188,32424.0
Soccer,FNL (Russia),Bwin,242,32348.0
Soccer,Thai League 2 (Thailand),Pocasport,136,32319.0
Soccer,Indian Super League (India),Betclic,64,32287.0
Soccer,Copa Sudamericana,Bet Portugal,148,32268.0
Basketball,FIBA Women's Asia Cup,Aspen,17,32254.0
Rugby Union,Aviva Premiership,Unibet,103,32216.0
Soccer,Veikkausliiga (Finland),Mozzart,161,32207.0
Basketball,FIBA - Eurobasket Qualifiers,Unibet,35,32204.0
Handball,EHF Champions League,Super Bet,141,32197.0
Soccer,Coppa Italia (Italy),Betplay,8,32189.0
Soccer,Ligue 1 (France),Comeon,405,32179.0
Soccer,Queensland NPL (Australia),Caliente,179,32177.0
Soccer,DFB Pokal (Germany),Tuttur,62,32170.0
Soccer,Thai League 2 (Thailand),188Bet,143,32161.0
Soccer,Primera División (Argentina),Ladbrokes,194,32145.0
Tennis,WTA 500 Qualifiers,Pocasport,71,32112.0
Soccer,European Internationals,Misli,66,32090.0
Soccer,Cup (Paraguay),Bwin,39,32088.0
Soccer,Veikkausliiga (Finland),Hungarian Lottery,110,32065.0
Ice Hockey,IIHF World Championships,Panbet,64,32050.0
Soccer,UEFA Champions League Qualifiers,SNAI,40,31981.0
Soccer,Serie A (Brazil),Placard,490,31962.0
Tennis,WTA 250 Qualifiers,Betclic,98,31854.0
Soccer,First Division A (Belgium),Opap,350,31812.0
Tennis,Wimbledon,Totobet,131,31789.0
Soccer,Asian Internationals,Ligastavok,62,31771.0
Soccer,Liga MX (Mexico),Danske Spil,167,31732.0
Soccer,Friendly,Danske Spil,86,31710.0
Soccer,Úrvalsdeild (Iceland),Sts,130,31702.0
Basketball,IBL (Indonesia),Tipsport,105,31696.0
Soccer,DFB Pokal (Germany),Misli,44,31645.0
Basketball,NBL,William Hill,186,31562.0
Basketball,NBL,Supersport,190,31484.0
Basketball,FIBA EuroBasket Women,Winamax,36,31464.0
Soccer,Serie A (Brazil),Kladionica,483,31425.0
Ice Hockey,Champions Hockey League (Ice Hockey),Olimp,118,31368.0
Volleyball,CEV Volleyball European Championships Men,Misli,38,31330.0
Tennis,WTA 500,Wplay,258,31305.0
Soccer,First Division A (Belgium),Bet Portugal,134,31283.0
Soccer,Victoria NPL2 (Australia),Winline,14,31256.0
Soccer,Ligue 1 (France),Winamax,216,31253.0
Basketball,KBL (South Korea),Caliente,266,31215.0
Soccer,Copa Argentina (Argentina),Betclic,33,31211.0
Soccer,1. SNL (Slovenia),Danske Spil,194,31183.0
Tennis,WTA 500 Qualifiers,Fortuna,50,31138.0
Soccer,Erovnuli Liga (Georgia),Sts,191,31128.0
Tennis,WTA 500 Qualifiers,Unibet,72,31116.0
Ice Hockey,Champions Hockey League (Ice Hockey),Hungarian Lottery,119,31080.0
Soccer,New South Wales NPL Women (Australia),Winline,30,31026.0
Soccer,Primera División (Argentina),E Topaz,200,30978.0
Basketball,FIBA Afrobasket,Olimp,62,30961.0
Basketball,FIBA Womens AfroBasket,Fonbet,28,30939.0
Soccer,Serie A (Brazil),Supermatch,452,30932.0
Cricket,Cricket New Zealand International Test ,Dafabet,5,30931.0
Soccer,Indian Super League (India),Unibet,71,30926.0
Basketball,NBL,Super Bet,180,30892.0
Soccer,Úrvalsdeild (Iceland),Ligastavok,131,30890.0
Soccer,Primera División (Argentina),Novibet,198,30878.0
Soccer,DFB Pokal (Germany),Hungarian Lottery,65,30859.0
Soccer,J3 League (Japan),Olimp,138,30838.0
Soccer,J3 League (Japan),Betsson,189,30817.0
Soccer,Victoria NPL (Australia),188Bet,125,30806.0
Ice Hockey,Kontinental Hockey League,Kladionica,622,30785.0
Soccer,Ligue 1 (France),Bet Warrior,386,30780.0
Soccer,Jamaica Premier League,Bet365 Inform,2,30718.0
Cricket,Cricket New Zealand International T20 Women,Bet365 Inform,2,30715.0
Soccer,Serie A (Brazil),Nike,487,30691.0
Soccer,DFB Pokal (Germany),Totobet,65,30660.0
Soccer,FNL (Russia),Vivarobet,221,30578.0
Basketball,FIBA Euroleague Women,Pocasport,117,30521.0
Tennis,WTA 125K Series,Dafabet,187,30519.0
Soccer,European Internationals,Vivarobet,69,30509.0
Basketball,KBL (South Korea),Super Bet,287,30487.0
Handball,EHF Champions League,Pocasport,143,30463.0
Tennis,Wimbledon,Codere,132,30462.0
Basketball,FIBA EuroBasket Women,Aspen,38,30450.0
Soccer,Primeira Liga (Portugal),Betcity,270,30420.0
Soccer,Ligue 1 (France),Sazka,405,30356.0
Soccer,Cup (Sweden),Winline,40,30249.0
Basketball,Liga Nacional de Básquet (Argentina),Fonbet,77,30225.0
Soccer,CONMEBOL Recopa,Nesine,2,30193.0
Soccer,Indian Super League (India),Bwin,70,30193.0
Tennis,WTA 250 Qualifiers,Dafabet,117,30184.0
Basketball,British Basketball League,Olimp,176,30152.0
Soccer,Northern NSW NPL U20 (Australia),Winline,47,30144.0
Soccer,South Australia NPL (Australia),Totobet,131,30099.0
Basketball,NBL,Betfair,184,30093.0
Handball,EHF Women Champions League,Fonbet,134,30074.0
Ice Hockey,Champions Hockey League (Ice Hockey),Unibet,119,29988.0
Soccer,Western NPL (Australia),Tipsport,123,29898.0
Soccer,DFB Pokal (Germany),Novibet,64,29884.0
Handball,EHF Handball European Championships Men,Unibet,72,29876.0
Soccer,Division Profesional (Paraguay),Sts,169,29872.0
Soccer,Copa Argentina (Argentina),Sporty Bet,36,29864.0
Handball,EHF European Cup Men,Tipsport,156,29854.0
Soccer,Thai Premier League (Thailand),Mozzart,209,29839.0
Soccer,Primera División (Spain),Tonybet,391,29835.0
Soccer,Veikkausliiga (Finland),Crystal Bet,161,29822.0
Soccer,Capital NPL U20 (Australia),Fonbet,61,29817.0
Soccer,Serie A (Italy),Bet Motion,165,29778.0
Basketball,FIBA Basketball World Cup Americas Qualifiers,Fonbet,16,29776.0
Soccer,Asian Internationals,Vivarobet,65,29759.0
Handball,EHF European Cup Men,Unibet,161,29683.0
Soccer,Serie A (Brazil),Comeon,490,29631.0
Soccer,European Internationals,Ligastavok,71,29490.0
Tennis,WTA 250,Aspen,383,29483.0
Soccer,Arabian Gulf League (United Arab Emirates),Sts,181,29460.0
Basketball,FIBA Euroleague Women,Olimp,115,29447.0
Handball,EHF Champions League,Hungarian Lottery,141,29441.0
Tennis,WTA 500,SISAL,193,29427.0
Soccer,1. Lig (Turkey),Danske Spil,105,29404.0
Tennis,Wimbledon,BetCris,131,29401.0
Soccer,Copa Bicentenario (Peru),Bet365 Inform,15,29388.0
Soccer,Primera División (Spain),Bet9ja,340,29346.0
Tennis,Wimbledon,Ladbrokes,132,29321.0
Soccer,Úrvalsdeild (Iceland),Bilyoner,95,29265.0
Tennis,WTA 250,Betcris,384,29264.0
Soccer,Segunda División (Spain),Adjarabet,445,29179.0
Basketball,Basketball Champions League,Novibet,197,29151.0
Soccer,Cup (Russia),Pocasport,15,29141.0
Soccer,Copa Sudamericana,Tipsport,161,29092.0
Tennis,WTA 250,Coral,396,29087.0
Tennis,WTA 500,Codere,273,29058.0
Soccer,J3 League (Japan),Tipsport,180,29050.0
Basketball,NBL,TAB NZ,181,29048.0
Soccer,Cup (Paraguay),Betsson,54,29042.0
Soccer,DFB Pokal (Germany),Mozzart,64,29033.0
Basketball,FIBA EuroCup Women,Winamax,110,28962.0
Soccer,Serie A (Brazil),Apostala,386,28957.0
Tennis,WTA 250 Qualifiers,SNAI,134,28916.0
Tennis,WTA 125K Series,Mozzart,176,28901.0
Soccer,ECL Qualifiers,Supersport,70,28824.0
Basketball,NBL (New Zealand),Tipsport,82,28813.0
Tennis,WTA 250 Qualifiers,Supersport,135,28794.0
Basketball,FIBA EuroBasket Women,Unibet,38,28791.0
Soccer,Western NPL (Australia),Danske Spil,131,28788.0
Basketball,Basketball Champions League,Aspen,188,28782.0
Tennis,WTA 250,Betfirst,431,28762.0
Soccer,Primera División (Argentina),Play Do It,150,28728.0
Soccer,FNL (Russia),Caliente,224,28720.0
Soccer,First Division B (Belgium),Danske Spil,106,28701.0
Soccer,Veikkausliiga (Finland),Norsk Tipping,91,28684.0
Basketball,FIBA Basketball World Cup Qualifiers - Europe,Misli,32,28671.0
Soccer,J1 League (Japan),Sportsbet Australia,301,28644.0
Soccer,DFB Pokal (Germany),Offsidebet,65,28641.0
Soccer,Serie B (Italy),Veikkaus,403,28553.0
Soccer,South American Internationals,Supersport,50,28491.0
Basketball,FIBA - Eurobasket Qualifiers,Tipsport,35,28467.0
Tennis,WTA 500,Betcity,278,28431.0
Cricket,Cricket West Indies - International T20 Women,Dafabet,5,28399.0
Handball,EHF Handball European Championships Men,Tipsport,72,28322.0
Ice Hockey,SHL (Sweden),Sts,426,28281.0
Snooker,Championship League Snooker,Betfair,80,28251.0
Soccer,Thai League 2 (Thailand),Winline,97,28245.0
Soccer,Victoria NPL (Australia),Bwin,124,28214.0
Basketball,VTB League,Fortuna,95,28180.0
Soccer,Taça da Liga (Portugal),Caliente,20,28170.0
Soccer,Asian Internationals,Sts,65,28170.0
Soccer,Friendly,Vivarobet,115,28154.0
Soccer,Friendly,Totobet,117,28152.0
Basketball,KBL (South Korea),Totobet,266,28140.0
Soccer,Süper Lig (Turkey),Comeon,458,28138.0
Basketball,Basketball Champions League,Sts,186,28122.0
Soccer,Primera División (Peru),Bwin,208,28109.0
Soccer,First Division A (Belgium),Kladionica,296,28052.0
Soccer,First Division B (Belgium),Bilyoner,96,28048.0
Basketball,FIBA Olympic Qualifiers,188Bet,34,28033.0
Darts,PDC Darts - Grand Slam,Tipsport,12,28033.0
Volleyball,CEV Volleyball European Championships Women,Tipsport,38,27995.0
Tennis,Davis Cup Men National_team,Winline,25,27995.0
Tennis,WTA 1000 Qualifiers,SNAI,61,27954.0
Soccer,Victoria NPL (Australia),Bilyoner,74,27926.0
Soccer,Meistriliiga (Estonia),Caliente,139,27912.0
Soccer,Super Liga (Slovakia),Super Bet,195,27906.0
Soccer,Indian Super League (India),Aspen,71,27900.0
Soccer,LFPB (Bolivia),Eurobet,216,27841.0
Soccer,Taça da Liga (Portugal),Betsson,19,27782.0
Soccer,Copa Libertadores,Ladbrokes,159,27774.0
Soccer,European Internationals,Supersport,67,27769.0
Soccer,Arabian Gulf League (United Arab Emirates),Hungarian Lottery,122,27727.0
Soccer,UEFA Champions League Qualifiers,Novibet,41,27713.0
Soccer,DFB Pokal (Germany),Parimatch,51,27696.0
Soccer,Serie A (Brazil),Betcris,409,27691.0
Soccer,Copa Argentina (Argentina),Fonbet,35,27685.0
Soccer,Taça da Liga (Portugal),Olimp,20,27670.0
Basketball,FIBA - Eurobasket Qualifiers,Olimp,35,27668.0
Soccer,J1 League (Japan),Nike,381,27657.0
Soccer,South American Internationals,Ladbrokes,50,27634.0
Tennis,Wimbledon,Betcris,131,27614.0
Basketball,Basketligan (Sweden),Tipsport,172,27614.0
Soccer,Super League (Greece),BetBoom,29,27606.0
Cricket,Cricket West Indies - Domestic 1 Day Cup,Dafabet,4,27565.0
Soccer,New South Wales NPL U20 (Australia),Caliente,61,27515.0
Soccer,Arabian Gulf League (United Arab Emirates),Bwin,85,27494.0
Basketball,Basketball Super League (Turkey),SNAI,259,27454.0
Soccer,UEFA Champions League Qualifiers,E Topaz,38,27436.0
Soccer,Arabian Gulf League (United Arab Emirates),Vivarobet,182,27416.0
Tennis,WTA 1000,Betcity,258,27407.0
Soccer,National B Championship (Argentina),Danske Spil,120,27386.0
Soccer,Meistriliiga (Estonia),Olimp,131,27373.0
Tennis,Wimbledon,Wwin,132,27326.0
Soccer,LFPB (Bolivia),Super Bet,219,27315.0
Tennis,WTA 125K Series,BetCris,160,27291.0
Basketball,FIBA Euroleague Women,BetBoom,88,27256.0
Tennis,WTA 125K Series,Danske Spil,155,27234.0
Basketball,Basketball Super League (Turkey),Crystal Bet,259,27163.0
Soccer,1. Lig (Turkey),Nike,333,27148.0
Soccer,Copa Argentina (Argentina),Betsson,34,27116.0
Tennis,WTA 125K Series,Nesine,50,27071.0
Soccer,Ligue 1 (France),Live Score,100,27067.0
Soccer,LFPB (Bolivia),Betclic,45,27052.0
Soccer,UEFA Europa League Qualifiers,Fortuna,12,27045.0
Basketball,NBL,Vivarobet,189,27026.0
Soccer,Copa Libertadores,Super Bet,156,26997.0
Soccer,Primera División (Spain),Macauslot,407,26983.0
Tennis,WTA 1000,SISAL,142,26979.0
Tennis,WTA 125K Series,Vivarobet,188,26970.0
Tennis,Wimbledon,Novibet,132,26964.0
Basketball,Basketligan (Sweden),Pocasport,173,26964.0
